system_id,artTitle,artUrl,artDate,artCatagory,artContent,dataSource
11,17年Nissan Tiida 正式謝幕！國產掀背車僅剩3款可選｜東森新聞,https://news.ebc.net.tw/news/article/399315,2024-01-04 17:31:00,財經,走入歷史！繼TOYOTAYaris停產後，與台灣相伴17年的NissanTiida經典掀背車，近日也自官網下架，正式華麗謝幕。NissanTiida自2006年開始，以國產車進入台灣，擁有「魔術大空間」讓消費者留下最鮮明的印象，也在台灣累積銷售超過18萬輛。2023年8月Nissan宣布剩最後500輛，賣完就會正式退出台灣市場，如今台灣官網也將Tiida下架，至於後續接替車款，裕隆日產尚未有正式消息。繼ToyotaYaris、NissanTiida相繼停產後，國產掀背車僅剩下FordFocus、HondaFit與MitsubishiColtPlus，但價格落在60萬級距的寥寥無幾，熱門車款則集中在70~80萬的小休旅。,EBC
12,「勞保紓困貸款」最高10萬 注意3申請條件｜東森新聞,https://news.ebc.net.tw/news/article/399427,2024-01-05 15:19:00,財經,"勞動部勞工保險局為協助生活陷入困難的勞工，提供了「勞保紓困貸款」可以申請，而今（113）年度是於今（5）日正式開辦，只要符合申請資格的勞工，每人最高可貸新台幣10萬元，受理期限至1月19日止，並將會於農曆年前入帳。勞動部說明，關於「勞保紓困貸款」，每人最高可貸10萬元，貸款期間3年，年利率目前為2.04%，前6個月按月付息不還本，第7個月起按月平均攤還本息。舉例來說，如借款10萬元，按目前利率，前6個月每月需繳利息170元，自第7個月開始每月繳本息3,422元。勞動部進一步提醒，有需要申請「勞保紓困貸款」的民眾，應注意以下3點申請條件，包括參加勞工保險年資滿15年、無欠繳勞工保險費及滯納金、未曾借貸勞保紓困貸款，或曾借貸已繳清貸款本金及利息者，若已經請領老年給付、終身無工作能力之失能給付，或向其所屬機關請領勞工保險補償金者，則不得申請。勞動部指出，符合資格且有需求的勞工，可於受理申請期間得透過網路、臨櫃或郵寄等方式，向土地銀行各地分行或其委託之金融機構提出申請。而為減少民眾臨櫃排隊久候時間，可以多加利用網路申請，例假日亦可使用，既省時又方便。另外，勞動部表示，無論是採何種申辦方式，撥款日皆為勞保局核准後的7個營業日，屆時會以電子郵件或手機簡訊通知被保險人「已撥款」。文章來源：「勞保紓困貸款」每人最高10萬元！應注意「3申請條件」年前就能撥款由CTWANT授權轉載。",EBC
13,30年來首次改版 微軟要改掉鍵盤這顆鍵｜東森新聞,https://news.ebc.net.tw/news/article/399442,2024-01-05 15:55:00,財經,陪伴大家30年的鍵盤要改版了。微軟稍早在官方落格宣布，Windows鍵盤將迎接自1994年來最大的變化，微軟決定在鍵盤中加入「啟動」AICopilot專用按鍵，並於下周上的鍵盤陸續採用，作為30年來鍵盤布局首次的改變。微軟公司自2023年就積極布局AI人工智慧，其中以生成式AI技術的Copilot最為積極，目前已在下周要上市的Windows11上出現，也已進駐Edge瀏覽器及Office等各式服務。2024為AI電腦年，而Copilot將會是一個關鍵的起點。名為Copilot的新按鍵將會被放置在空白建Spacebar右側ALT鍵的右方，微軟將在接下來的CES科技大會展示Winows11和Copilot按鍵的電腦，並估計這個按鍵會成為鍵盤必備功能。Copilot使用方法與ChatGPT相似，只要按下Copilot鍵，就可以展開與其對話，一樣可以下達指令更改電腦設定、查詢資料，或是撰寫電子郵件和摘要文本。微軟消費者市場首席行銷官YusufMehdi就表示，「AI將無縫融入Windows，從系統到晶片，再到硬體。」對於設備製造商而言，微軟推動AI服務尚未轉化為銷售提升，因為新的輔助功能正在為新舊設備同時推出，而Mehdi也承諾將AI融入硬體和晶片，這或許意味著隨著微軟改進其AI方案，將對消費者進行更大的升級動力。文章來源：30年來首次改版！微軟宣布在鍵盤加入「AICopilot按鍵」由CTWANT授權轉載。,EBC
14,國泰人壽宣布發債 上限500億元！創歷來最大規模｜東森新聞,https://news.ebc.net.tw/news/article/399601,2024-01-06 18:36:00,財經,國泰金5號晚間，代子公司國泰人壽發布重大訊息，國壽決定以公開募集方式，發行10年期以上累積次順位普通公司債，上限達到新台幣500億元，創下歷來最大規模。國泰金表示，國壽此次發債金額確實是歷來最大規模，會視市場行情及客觀情勢，在董事會決議起1年內1次或分次發行，利率則要視發行時的情況而定。國泰金表示，發債目的是為了強化財務結構，充實自有資本及提升資本適足率，為未來接軌ICS做準備。,EBC
15,8年來什麼漲得最離譜？眾人掀共鳴：漲到絕子絕孫｜東森新聞,https://news.ebc.net.tw/news/article/399784,2024-01-08 10:05:00,財經,什麼東西漲價最有感？基本工資連續8年調漲，不少網友卻認為，台灣物價飛漲，幅度遠遠超乎薪資成長，使國人荷包緊縮，錢終究還是變薄，並點名3大漲得最離譜的東西，直呼「薪水完全跟不上」！政府自2016年以來，8度調漲基本工資，讓月薪從2萬8元，一路調升至2萬7470元，總調幅約37.3％；時薪亦由120元調至183元，總成長幅度更高達52.5％，預估有超過239萬名勞工受惠。不過有網友在PTT感嘆，即使調漲基本工資，但這8年來台灣的物價可以說是突飛猛進，每天要買的東西明顯變貴，很多人都覺得薪水一直變薄不夠用，同時也好奇「這8年來，最有感的漲價是什麼？」對此，不少人直覺想到「房價」，感嘆「一定是房價啊，隨便就貴幾百萬」、「房子，誇張到不行」、「房價漲89％，漲到絕子絕孫」、「南部房子一堆700萬變1500萬的」、「現在1千萬元，已經挑不到什麼好的2房帶平車」、「房子最有感，2房1千萬，3房2千萬，35％公設」、「房子，疫情前開始看的，結果沒買，然後就沒有然後」、「房子，3年前有買跟沒買，資產直接拉開」。另外也有人點名民生物價，尤其外食、蛋價漲價超有感，「食物類有感」、「便當65漲到100元」、「工地便當2013年一個70元，現在110元」、「便當，每天要買的東西」、「吃便當要破百這不能忍」、「排骨便當價格真的是可怕，每次去價格都在上漲」、「雞蛋三級跳」、「茶葉蛋」、「現在都不敢加15元蛋了」、「滷蛋都捨不得吃了」。,EBC
16,百萬大缺工！傳產爆「人才黑洞」 開高薪找嘸人｜東森新聞,https://news.ebc.net.tw/news/article/399904,2024-01-09 08:35:00,財經,2023年一整年，各工商團體企業家聚會、政府官員座談會及產業論壇上，都出現了一個新議題：「人才黑洞ing」（正在進行式）。某汽車零組件大廠老闆表示，許多下游廠商要做淨零減排的升級，但卻找不到「懂的人」；生華科董事長胡定吾11月底在與總統參選人座談會上也說，半導體一枝獨秀，把台灣每年大學、研究所畢業的大部分的人吸光，傳統產業要尋求人才非常困難。主計總處公布2022年全體受僱員工總薪資中位數為51.8萬元，據公開資訊觀測站統計，晶華在同年的薪資中位數其實有53.5萬元，高於平均值，但仍面臨嚴重缺工，晶華董事長潘思亮多次為產業請命，他舉自己的台南晶英酒店為例，「台南有了台積電之後，我們不可能跟他相比！」現在基層員工缺到只能找實習生，更不用說幹部菁英了；一食品業的大老感嘆，AI人工智慧如火如荼，很多學校開相關的AI學程，「就算開了高薪招聘，也無人問津，因為人都往台積電與其他半導體產業跑了。」台積電是全球爭相招手的晶圓廠龍頭，讓半導體產業成了台灣產官學政策的重心，產業及就業市場跟著傾斜，少子化下更加劇缺工問題，不但基層缺工、高階白領也不足，傳產的隱形冠軍、力求轉型升級的老闆巧婦難為無米之炊。攤開台積電歷年的年報，全球員工總數在2019年時為5.1萬人，2022年底成長到7.36萬人；同一時間，台灣半導體產業雇用人數也由22.5萬人成長至30萬人，儘管在全台就業人口1152萬人中占比不高，但吸納了全台最優秀的電機、資工的菁英。以2023年3月的台大校園徵才博覽會為例，當台積電開出6千名新進同仁職缺，碩士畢業新進工程師平均薪酬上看200萬元，CTWANT記者現場直擊，博覽會現場人潮幾乎都湧入半導體產業區，相關公司徵才說明會場場秒殺額滿，同樣是電子產業全球第一的某公司，活動現場就有空位，甚至有些公司遞履歷還能送獎品。依104人力銀行數據顯示，台灣前三大高薪產業在2023年的平均月薪，第一名為電腦及消費性電子製造的57940元，半導體業56256元為亞軍，第三名是軟體及網路相關業52850元；但若是上游的「類比IC設計工程師」，平均月薪可達9.9萬元。104人力銀行在2023年11月的數據顯示，當時工作機會104.2萬個，年成長4.2%，已是連續9個月超過百萬人職缺；104獵才招聘事業群資深副總經理晉麗明表示，2023年第二季半導體平均每月有2.3萬人的職缺，雖不及因疫情間晶片需求爆發2022年同期的3.7萬人，但仍超過疫情前2020年同期的1.9萬人，接下來AI相關晶片需求，預料將再度帶旺半導體產業及人才需求。在「百萬大缺工成為常態」中，2023年11月公布的人資FBI調查報告，顯示目前企業從面試到到職，成功率僅2成，且平均招募天數47.7天，比上一年多2.2天，主因是薪資福利缺乏競爭力，若企業知名度低，就更難受到青睞。究竟缺才的是那些產業？CTWANT記者查閱國家發展委員會在2023年5月公布年度調查，19項重點產業人才中，目前台灣最缺「機械工程師」為例，分布於智慧機械、航空、造船、紡織等產業，招募困難主因在於人才數量不足、容易被挖角，及技能或素質不符。國發會的數據預測，2023年到2025年，智慧機械產業平均每年新增需求約2萬人，其次是旅宿業的1.6萬人；隨業界正積極發展AI應用與產品化販售，推估未來新增需求人數占就業人數的19.3%，智慧機械產業新增需求人占15.0%。值得注意的是，企業搶才也搶到外勞市場，但這份數據顯示，最想從海外招募員工的不是傳產「慣老闆們」，而是「IC設計」產業，其次為「塑膠」、「人工智慧應用服務」及「旅宿」；旅宿業缺的是基層房務、清潔與櫃檯人力，但IC設計類需要的則是設計、演算法開發、工業產品、產品研發等工程師，甚至專案管理主管等高階職業。事實上，去年底竹科人發現園區出現不少印度面孔，台積電也證實，印度籍員工已超過120人，占外籍員工近三成，負責業務七成以上與研發相關，再來是與資訊技術相關及營運。網路上有人酸溜溜地說，「被印度高等人管理，是你各位低端台奴的榮幸。」、「我的觀察是只會裝忙和問問題，拉更多印度人進來，然後創造更多問題和混亂。」然而也有網友提到，根本的問題就是台灣邏輯訓練不夠扎實，這就被印度人找到切入點，能用英語流利與公司對談、行銷自己也是一種能力，「好多井底之蛙，印度軟體業在全世界是名列前茅的。」,EBC
17,不給4個月年終擬罷工 高鐵工會：交通部也支持｜東森新聞,https://news.ebc.net.tw/news/article/399960,2024-01-09 11:54:00,財經,先前台灣高鐵工會因為不滿資方年終僅給2、3個月，沒有達到預期的四個月，就提出不排除要在春節疏運來罷工。而在工會拜會交通部後，似乎出現轉機了嗎。工會發出聲明，強調他們和交通部提出訴求後，交通部認為工會提出的非常合理，並且也會支持他們的主張，還喊話要資方在10號協調會上不要再錯過勞資和諧的機會，因為他們已經做好最壞的打算，還有罷工的萬全準備。同樣要進行協商的還有華航，8號就與工會進行第二次年終獎金協商。根據了解，雖然協商的數字必須在1/10送到董事會討論，但工會給員工的訊息是，華航人的年終獎金是三個月，再加一個月的年度獎金，因此總計來說應該是四個月起跳。空陸交通勞資問題齊發，就看是否能達到共識。,EBC
18,通膨帶動！房租指數年增2.16％ 創27年新高｜東森新聞,https://news.ebc.net.tw/news/article/399962,2024-01-09 11:39:00,財經,想買房，房價好高買不下手，不少人現階段還是會以租房為主，不過根據統計，去年居住類指數為104.35，創統計以來新高，五項組成的項目中，就包含房租住宅維修費，家庭運品家庭管理費等，也同步創下新高，其中，房租只會為103.88，年增2.16％，增幅為27年來最高。而房產專家說，因為這波的通膨，對於居住成本加重影響大，所以居住類指數連兩年增幅超過2％，而上次年增率超過2％，已經是1996年，可見不論是租屋族，還是房貸族，都有感居住負擔變的沉重。另外，像是住宅維修費，也因工料雙漲的關係跟著加重，管理費則因社區保全人事費用，和各項公設觀禮費增加而提高，但為了減輕大家的負擔，內政部也推出300億，中央擴大租金補貼，讓大家能有喘息空間。,EBC
19,「竹北吊車大王」擁4妻14兒女 4億豪宅網羨慕｜東森新聞,https://news.ebc.net.tw/news/article/400012,2024-01-09 16:44:00,財經,啟德機械起重工程公司董事長胡漢龑，人稱竹北吊車大王，他個性海派，感情世界豐富，有4位妻子和14名兒女，而他的家更是金碧輝煌，像是「小羅浮宮」。近日交大校友會參觀胡漢龑的豪宅。網友看了超羨慕，「下次記得通知我一起去。」交通大學校友會在臉書發文，「感謝啟德機械起重工程-股公司胡漢龑董事長熱情接待校友會GIVERSCLUB參訪金碧輝煌的啟德羅浮宮，並且分享創業歷程、與交大校友們深度交流，期待未來互為貴人。」從照片中可見，胡漢龑穿綠衣黃褲，樓梯上2、30名交大校友。此文曝光後，網友紛紛留言「第一眼還以為這些都是後宮」、「他爸爸胡鵬飛是創辦人，也是蔣公廟的廟公，他才是傳奇」、「有能耐又懂得施捨」、「下次記得通知我一起去」。據了解，胡漢龑的公司在機械運輸界列亞洲前3名，年收入高達30億元，而他事業有成，感情世界也是豐富精彩，他有4位老婆，14名兒女，堪稱現代韋小寶。而胡漢龑的4億元豪宅金碧輝煌，讓4位老婆和平相處，他平常還會跟妻子們泡澡，讓許多男人非常羨慕。CTWANT曾報導，胡漢龑帶5名妹子逛信義區，都有白皙長腿，其中三人露穿超短熱褲，也有女子露出傲人好身材，身上的背包配件價值不斐，而5名女子跟他的妻子長像似乎不同，應是他的紅粉知己。延伸閱讀●媳婦身高150孫子170⋯婆婆懷疑「討客兄」！網一看笑了：建議先去驗智商●遭網紅規勸違停！一中家長不甩還「狂飆國罵」兒護航嗆：你不會比我懂法律●出生時一戰還在打英國105歲奶奶沒出過國…曝長壽秘訣：每天吃一堆奶油,EBC
20,台海開戰衝擊經濟 彭博：全球將付10兆美元代價｜東森新聞,https://news.ebc.net.tw/news/article/400109,2024-01-10 09:51:00,財經,台灣民眾對著美國彭博社的攝影機，揮舞手上旗幟，民進黨8日在宜蘭造勢人山人海。彭博社記者：「中國一再警告，任何追求獨立的行為，都可能導致（他們），對台灣採取軍事行動。」但根據他們最近發布的一則平面報導，分析若台灣和中國，真的發生戰爭，經濟後果將極為慘重，代價恐怕將高達10兆美元，約新台幣310兆元，相當於全球GDP的10％。亞洲記者史密斯：「台灣如果爆發戰爭，不是只會為這島帶來災難性的經濟後果，而是為整個世界。」一旦台海開戰，台灣經濟將受到重創，估計衝擊GDP的40％，其中人口和工業基地，因為集中在沿海地區，會讓經濟和人力成本增加，反觀中國GDP則有16.7％受衝擊，也因為主要貿易夥伴的關係將中斷，美國無法取得先進製程半導體，像是蘋果公司，高度依賴亞洲供應鏈，美國GDP恐下降6.7％，同樣依賴台灣海峽周邊海域，作主要航道的南韓、日本，受影響更深，全球整體的GDP將直接慘跌10.2％。英國SkyNew亞洲記者史密斯：「（台灣）它是一個小島，但就技術及開發製造業和貿易而言，它確實超越了它的重量。」除此之外，台灣生產世上大部分先進的半導體，彭博經濟研究預估，一旦爆發軍事衝突，後果將遠超越俄烏戰爭、新冠疫情，全球金融危機更將因此帶來巨大衝擊。華府智庫戰中國研究主任白明：「烏克蘭戰爭後，讓我們重新去思考，可以做什麼來支持和保衛台灣的重要性。」在去年廣播就講出類似言論，華府智庫的中國專家就指出，打從烏克蘭遭俄軍侵略後，跨國公司對台海危機的關注度倍增，95％的對話都會提到台海，因此全球多國的智庫和諮詢公司，都在模擬中國，對台灣實施海上封鎖奪取台灣離島，全面入侵台灣的各種情景，進行沙盤推演，做好準備把傷害降到最低。,EBC
21,名人森論題》黃世聰解析2024半導體的難關｜東森新聞,https://news.ebc.net.tw/news/article/400125,2024-01-10 10:48:00,財經,2024年台灣的半導體產業發展如何？影響著台灣的股巿投資巿場，尤其是護國神山台積電，有沒有可能再創新高?對此，黃世聰特別解析2024年台灣半導體產業可能遇上的難關，一旦順利突破這些難關，護國神山台積電可望再創新高。黃世聰表示，今年最大的變數與難關，絕對是台灣及美國的總統大選。無論是內部或是外部因素，對台灣的半導體發展，有著非常重要的一年。如果今年可以順利的走過去，台灣半導體未來幾年，將是放眼天下無敵手。不過，相反的若諸多變數之中，沒有一一克服，甚至出現一個無法預測的黑天鵝事情時，恐怕會對台灣產業造成極大影響。至於有那些變數呢？黃世聰指出，首先是美國與中國之間對半導體的態度，像中國目前為止是受到美國的嚴格封鎖，美國是無所不用其極，透過美國企業，也透過日本荷蘭企業等，近期還給荷蘭官方一個警告令，要求不能夠把DUV的基台賣給中國大陸。從這個例子可以看出，美國對中國的半導體，擺明是封死你的態度。另外，美國國會議員則是要用關稅，來立足中國，主導成熟晶片的製程，像中國這幾年的製程，大約沒有辦法會到EUV這個機台，所以他都在發展成熟製程DUV的機台。不過，這點美國己經注意到，要防止中國在成熟晶片的巿場領域，所以準備用關稅來封鎖，最近這段時間，美國允許NVIDIA賣降規版的給中國，雖然性很爛，可能阿里巴巴及騰訊不買單，想要用自己的晶片，但是卡到目前為止，也沒有相對應的解決方案。黃世聰說，像上面的這些情況，中國與美國大對抗下，台灣很難遊走在兩國之間，所以，就變成全世界非常關注台灣這一場選舉。特別從美國的角度來看，己經要求荷蘭與日本進行封鎖，如果台灣在這時候，出現意想不到狀況發生時，可能會有不一樣的想法出現。另外，除了台灣的選舉外，第二場選舉對台灣影響也非常大，就是白宮的選舉，現任總統拜登的連任之路走的非常艱辛，目前的民調全落在川普之後，而這個選舉結果對台灣衝擊會非常大，因為若是拜登當選，就可能是順著現在政策，但若是川普上台，則有可能會出現改變。因此大家都非常的關注。黃世聰強調，台灣的半導體無論是從選舉面或是產業面來看，都是非常多的變數，不過一旦過關了，台灣的半導體競爭實力則無人能及，而台灣的護國神山台積電則可望創新高點。,EBC
22,美國批准比特幣現貨ETF上市？ SEC主席急發文｜東森新聞,https://news.ebc.net.tw/news/article/400153,2024-01-10 13:33:00,財經,近期市場一直預估，美國證券交易委員會（SEC）應該會於近期同意比特幣現貨ETF上市，而就在9日晚間，SEC在社群網站X的官方帳號突然發文批准通過，讓市場進入一陣歡欣鼓舞潮。但是在文章曝光2小時後，SEC與SEC的主席都在社群網站X上發文，表示剛剛批准同意的貼文是因為帳號遭到駭客入侵，駭客發出來的假消息。據了解，基金巨擘貝萊德（BlackRock）在內11家基金公司共同申請推出投資比特幣的指數股票型基金（ETF），目前已經於5日提交相關文件，貝萊德則預估在10日會獲得美國證管會（SEC）核准，而市場普遍認為SEC會在本周內核准。這也連帶讓比特幣持續上漲，價格一度衝破4.7萬美元。根據外媒報導指出，就在外界等待SEC公布點頭之際，SEC在社群網站X的官方帳號突然發文，表示已經批准了所有比特幣現貨ETF的申請，更強調這些ETF將會持續受到監管，以保護投資人的權益。而也因為這篇貼文的關係，比特幣的價格在短時間內一度接近4.8萬美元。但是在文章曝光不到20分鐘後，這則貼文隨即就遭到刪除，接著SEC與SEC的主席詹斯勒（GaryGensler）都在社群網站X上發文，表示剛才宣布比特幣現貨ETF通過的文章，是因為帳號遭到駭客入侵，駭客在未經同意的情況下擅自發送的假消息，目前SEC尚未核准任何比特幣現貨ETF的申請。而也因為這個關係，比特幣的價格直線下降，價格一度跌落至4.56萬美元，截至目前為止，比特幣的價格目前已經回到4.61萬美元。由CTWANT授權轉載。,EBC
23,獲利慘淡！台塑拍板年終僅3個月 近五年最少｜東森新聞,https://news.ebc.net.tw/news/article/400213,2024-01-10 19:33:00,財經,台塑集團年終獎金今（10）日出爐了！公司拍板今年只發放3個月，不只是5年來新低，就連今年尾牙活動都不辦了！就是因為景氣不佳，去年四寶成績單超慘淡，獲利腰斬只賺440億。台塑集團10日，在內湖新辦公大樓，召開年終討論會，最終結果出爐，台塑集團今年年終是拍板3個月，創下近5年來最低。台塑南亞工會代表吳祈忠：「工會也希望說，在不景氣當中是不是，公司能夠有其他的方案，能給員工給工會，回去有小確幸，當然總管理是說，這個要看總裁的態度啦。」畢竟台塑過去就宣布，年終保底就是3個月，攤開近年來年終，2020年疫情當年發放3.6個月，2021發出7個月煞羨眾人，但今年卻直接下滑，慘剩3個月年終，甚至連尾牙都不恢復舉辦。台塑聯合工會理事長陳鴻儒：「業績相對的，呈現相對比較衰退的，狀況下但是員工，打拼的初心也都不會變，就是期待說，業績會越來越好。」最新公布的成績單也相當慘淡，2023合併營業額為1991億元，跟去年相比營收少了525億，年減20.9%，僅超越2020疫情最嚴峻時期，畢竟去年國際景氣持續低靡通膨加劇，又遇上中國房市續慘，基礎鋼鐵、塑化等原料需求降低，台塑4寶只剩下，台塑化排名保持前十。分析師李永年：「這一次像是ECFA的，就是折讓減稅，已經開始暫停了，那麼在這種情況之下，對於台塑四寶，當然會造成一些壓力。」接下來還有兩岸因素，以及今年經濟前景不明朗，台塑集團挑戰還是大。,EBC
24,台鐵招時薪183元「短期站務人員」 網嘆：比加油站還低｜東森新聞,https://news.ebc.net.tw/news/article/400269,2024-01-11 13:32:00,財經,今年元旦後台鐵公司化，初期預估會有1000多人優退離。為了因應春節和清明連假疏運，台鐵招募4個月的短期臨時人力，中區營運處開出46名缺額，時薪比照基本工資183元，有網友感嘆，薪水比加油站還低。國營台鐵公司，今年元旦上路，初期面臨1000到1100人提早優退離。為了補足人力，台鐵去年已經招募特考900多人並加速訓練，今年也規劃要招考800名從業人員。為了因應春節和清明疏運人力需求，國營台鐵公司各分區營運處，也陸續招募部分工時人力。中區營運處台中運務段就貼出徵才公告，要招募4個月的短期工時人力，開出46名部分工時職缺，工作內容包含售票、剪收票，時薪比照基本工資183元。不過就有網友感嘆，薪水竟然比加油站還低。對此台鐵公司回應，這次招募的屬於新進人力到位前的短期臨時人員，招募從業人員作業也會持續進行，不會占用從業人員招募的員額，更沒有降低人力成本規劃。,EBC
25,調薪搶才！麥當勞正職加2千 乾杯加薪10％｜東森新聞,https://news.ebc.net.tw/news/article/400278,2024-01-11 10:55:00,財經,才剛進入2024年，已經有許多企業宣布加薪，除了留住人才也要大力招募新血。缺工最嚴重的餐飲服務業最積極，麥當勞宣布，所有正職人員起薪全面調升2000元，加薪幅度在5％-6.7％之間，還要再徵1700人。麥當勞表示今年預計再開14家餐廳，人力需求大也希望透過加薪來增加求職誘因；乾杯集團宣布，今年將加薪10％而且要再徵才550人。除了加薪，同時瞄準「壯世代」族群，增加「營運協助專員」職缺。金融業方面，兆豐、第一、華南、合庫等公股行庫從一月開始加薪，幅度從6.5％起跳甚至超過8％。科技業方面，包括台積、聯電，鴻海、廣達等，去年已經調薪今年再加薪公司不多。但仍有代工大廠廣達、鴻海，低調對外釋出加薪好消息。,EBC
